edition,match_number,match_id,stage,team_id,team,opponent,team_match_number,fouls,source_url,source_archive
2022,20,400235457,group,43942,England,United States,2,14,https://fdh-api.fifa.com/v1/stats/match/133012/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,21,400235469,group,43888,Tunisia,Australia,2,13,https://fdh-api.fifa.com/v1/stats/match/133015/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,21,400235469,group,43976,Australia,Tunisia,2,13,https://fdh-api.fifa.com/v1/stats/match/133015/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,22,400235459,group,43835,Saudi Arabia,Poland,2,16,https://fdh-api.fifa.com/v1/stats/match/133013/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,22,400235459,group,43962,Poland,Saudi Arabia,2,14,https://fdh-api.fifa.com/v1/stats/match/133013/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,23,400235467,group,43941,Denmark,France,2,4,https://fdh-api.fifa.com/v1/stats/match/133016/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,23,400235467,group,43946,France,Denmark,2,9,https://fdh-api.fifa.com/v1/stats/match/133016/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,24,400235462,group,43911,Mexico,Argentina,2,14,https://fdh-api.fifa.com/v1/stats/match/133014/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,24,400235462,group,43922,Argentina,Mexico,2,17,https://fdh-api.fifa.com/v1/stats/match/133014/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,25,400235471,group,43819,Japan,Costa Rica,2,9,https://fdh-api.fifa.com/v1/stats/match/133020/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,25,400235471,group,43901,Costa Rica,Japan,2,21,https://fdh-api.fifa.com/v1/stats/match/133020/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,26,400235480,group,43872,Morocco,Belgium,2,9,https://fdh-api.fifa.com/v1/stats/match/133018/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,26,400235480,group,43935,Belgium,Morocco,2,14,https://fdh-api.fifa.com/v1/stats/match/133018/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,27,400235482,group,43899,Canada,Croatia,2,13,https://fdh-api.fifa.com/v1/stats/match/133019/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,27,400235482,group,43938,Croatia,Canada,2,5,https://fdh-api.fifa.com/v1/stats/match/133019/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,28,400235474,group,43948,Germany,Spain,2,12,https://fdh-api.fifa.com/v1/stats/match/133021/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,28,400235474,group,43969,Spain,Germany,2,11,https://fdh-api.fifa.com/v1/stats/match/133021/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,29,400235487,group,1902465,Serbia,Cameroon,2,8,https://fdh-api.fifa.com/v1/stats/match/133022/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,29,400235487,group,43849,Cameroon,Serbia,2,13,https://fdh-api.fifa.com/v1/stats/match/133022/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,30,400235489,group,43822,Korea Republic,Ghana,2,9,https://fdh-api.fifa.com/v1/stats/match/133024/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,30,400235489,group,43860,Ghana,Korea Republic,2,13,https://fdh-api.fifa.com/v1/stats/match/133024/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,31,400235485,group,43924,Brazil,Switzerland,2,17,https://fdh-api.fifa.com/v1/stats/match/133023/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,31,400235485,group,43971,Switzerland,Brazil,2,10,https://fdh-api.fifa.com/v1/stats/match/133023/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,32,400235492,group,43930,Uruguay,Portugal,2,10,https://fdh-api.fifa.com/v1/stats/match/133025/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,32,400235492,group,43963,Portugal,Uruguay,2,13,https://fdh-api.fifa.com/v1/stats/match/133025/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,33,400235454,group,43942,England,Wales,3,14,https://fdh-api.fifa.com/v1/stats/match/133029/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,33,400235454,group,43974,Wales,England,3,9,https://fdh-api.fifa.com/v1/stats/match/133029/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,34,400235456,group,43817,Iran,United States,3,8,https://fdh-api.fifa.com/v1/stats/match/133028/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,34,400235456,group,43921,United States,Iran,3,12,https://fdh-api.fifa.com/v1/stats/match/133028/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,35,400235451,group,43879,Senegal,Ecuador,3,23,https://fdh-api.fifa.com/v1/stats/match/133026/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,35,400235451,group,43927,Ecuador,Senegal,3,8,https://fdh-api.fifa.com/v1/stats/match/133026/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,36,400235450,group,43834,Qatar,Netherlands,3,17,https://fdh-api.fifa.com/v1/stats/match/133027/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,36,400235450,group,43960,Netherlands,Qatar,3,7,https://fdh-api.fifa.com/v1/stats/match/133027/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,37,400235468,group,43941,Denmark,Australia,3,9,https://fdh-api.fifa.com/v1/stats/match/133033/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,37,400235468,group,43976,Australia,Denmark,3,9,https://fdh-api.fifa.com/v1/stats/match/133033/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,38,400235465,group,43888,Tunisia,France,3,6,https://fdh-api.fifa.com/v1/stats/match/133032/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,38,400235465,group,43946,France,Tunisia,3,14,https://fdh-api.fifa.com/v1/stats/match/133032/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,39,400235464,group,43922,Argentina,Poland,3,6,https://fdh-api.fifa.com/v1/stats/match/133031/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,39,400235464,group,43962,Poland,Argentina,3,11,https://fdh-api.fifa.com/v1/stats/match/133031/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,40,400235460,group,43835,Saudi Arabia,Mexico,3,16,https://fdh-api.fifa.com/v1/stats/match/133030/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,40,400235460,group,43911,Mexico,Saudi Arabia,3,20,https://fdh-api.fifa.com/v1/stats/match/133030/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,41,400235478,group,43935,Belgium,Croatia,3,7,https://fdh-api.fifa.com/v1/stats/match/133037/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,41,400235478,group,43938,Croatia,Belgium,3,9,https://fdh-api.fifa.com/v1/stats/match/133037/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,42,400235479,group,43872,Morocco,Canada,3,14,https://fdh-api.fifa.com/v1/stats/match/133036/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,42,400235479,group,43899,Canada,Morocco,3,14,https://fdh-api.fifa.com/v1/stats/match/133036/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,43,400235475,group,43819,Japan,Spain,3,6,https://fdh-api.fifa.com/v1/stats/match/133035/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,43,400235475,group,43969,Spain,Japan,3,9,https://fdh-api.fifa.com/v1/stats/match/133035/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,44,400235473,group,43901,Costa Rica,Germany,3,9,https://fdh-api.fifa.com/v1/stats/match/133034/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,44,400235473,group,43948,Germany,Costa Rica,3,3,https://fdh-api.fifa.com/v1/stats/match/133034/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,45,400235494,group,43860,Ghana,Uruguay,3,11,https://fdh-api.fifa.com/v1/stats/match/133041/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,45,400235494,group,43930,Uruguay,Ghana,3,16,https://fdh-api.fifa.com/v1/stats/match/133041/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,46,400235490,group,43822,Korea Republic,Portugal,3,11,https://fdh-api.fifa.com/v1/stats/match/133040/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,46,400235490,group,43963,Portugal,Korea Republic,3,9,https://fdh-api.fifa.com/v1/stats/match/133040/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,47,400235486,group,1902465,Serbia,Switzerland,3,13,https://fdh-api.fifa.com/v1/stats/match/133039/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,47,400235486,group,43971,Switzerland,Serbia,3,17,https://fdh-api.fifa.com/v1/stats/match/133039/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,48,400235483,group,43849,Cameroon,Brazil,3,14,https://fdh-api.fifa.com/v1/stats/match/133038/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,48,400235483,group,43924,Brazil,Cameroon,3,11,https://fdh-api.fifa.com/v1/stats/match/133038/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,49,400128136,round_of_16,43921,United States,Netherlands,4,9,https://fdh-api.fifa.com/v1/stats/match/128068/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,49,400128136,round_of_16,43960,Netherlands,United States,4,4,https://fdh-api.fifa.com/v1/stats/match/128068/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,50,400128131,round_of_16,43922,Argentina,Australia,4,14,https://fdh-api.fifa.com/v1/stats/match/128069/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,50,400128131,round_of_16,43976,Australia,Argentina,4,7,https://fdh-api.fifa.com/v1/stats/match/128069/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,51,400128134,round_of_16,43879,Senegal,England,4,16,https://fdh-api.fifa.com/v1/stats/match/128070/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,51,400128134,round_of_16,43942,England,Senegal,4,11,https://fdh-api.fifa.com/v1/stats/match/128070/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,52,400128135,round_of_16,43946,France,Poland,4,8,https://fdh-api.fifa.com/v1/stats/match/128071/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,52,400128135,round_of_16,43962,Poland,France,4,9,https://fdh-api.fifa.com/v1/stats/match/128071/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,53,400128132,round_of_16,43819,Japan,Croatia,4,15,https://fdh-api.fifa.com/v1/stats/match/128072/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,53,400128132,round_of_16,43938,Croatia,Japan,4,13,https://fdh-api.fifa.com/v1/stats/match/128072/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,54,400128133,round_of_16,43822,Korea Republic,Brazil,4,8,https://fdh-api.fifa.com/v1/stats/match/128073/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,54,400128133,round_of_16,43924,Brazil,Korea Republic,4,12,https://fdh-api.fifa.com/v1/stats/match/128073/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,55,400128137,round_of_16,43872,Morocco,Spain,4,14,https://fdh-api.fifa.com/v1/stats/match/128074/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,55,400128137,round_of_16,43969,Spain,Morocco,4,14,https://fdh-api.fifa.com/v1/stats/match/128074/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,56,400128130,round_of_16,43963,Portugal,Switzerland,4,10,https://fdh-api.fifa.com/v1/stats/match/128075/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,56,400128130,round_of_16,43971,Switzerland,Portugal,4,12,https://fdh-api.fifa.com/v1/stats/match/128075/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,57,400128139,quarter_final,43922,Argentina,Netherlands,5,29,https://fdh-api.fifa.com/v1/stats/match/128076/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,57,400128139,quarter_final,43960,Netherlands,Argentina,5,16,https://fdh-api.fifa.com/v1/stats/match/128076/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,58,400128141,quarter_final,43924,Brazil,Croatia,5,22,https://fdh-api.fifa.com/v1/stats/match/128077/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,58,400128141,quarter_final,43938,Croatia,Brazil,5,22,https://fdh-api.fifa.com/v1/stats/match/128077/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,59,400128138,quarter_final,43942,England,France,5,14,https://fdh-api.fifa.com/v1/stats/match/128078/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,59,400128138,quarter_final,43946,France,England,5,10,https://fdh-api.fifa.com/v1/stats/match/128078/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,60,400128140,quarter_final,43872,Morocco,Portugal,5,9,https://fdh-api.fifa.com/v1/stats/match/128079/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,60,400128140,quarter_final,43963,Portugal,Morocco,5,14,https://fdh-api.fifa.com/v1/stats/match/128079/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,61,400128143,semi_final,43922,Argentina,Croatia,6,8,https://fdh-api.fifa.com/v1/stats/match/128080/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,61,400128143,semi_final,43938,Croatia,Argentina,6,15,https://fdh-api.fifa.com/v1/stats/match/128080/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,62,400128142,semi_final,43872,Morocco,France,6,11,https://fdh-api.fifa.com/v1/stats/match/128081/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,62,400128142,semi_final,43946,France,Morocco,6,10,https://fdh-api.fifa.com/v1/stats/match/128081/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,63,400128144,third_place,43872,Morocco,Croatia,7,13,https://fdh-api.fifa.com/v1/stats/match/128082/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,63,400128144,third_place,43938,Croatia,Morocco,7,11,https://fdh-api.fifa.com/v1/stats/match/128082/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,64,400128145,final,43922,Argentina,France,7,18,https://fdh-api.fifa.com/v1/stats/match/128083/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,64,400128145,final,43946,France,Argentina,7,23,https://fdh-api.fifa.com/v1/stats/match/128083/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2026,1,400021443,group,43883,South Africa,Mexico,1,11,https://fdh-api.fifa.com/v1/stats/match/151600/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,1,400021443,group,43911,Mexico,South Africa,1,12,https://fdh-api.fifa.com/v1/stats/match/151600/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,2,400021441,group,43822,Korea Republic,Czechia,1,9,https://fdh-api.fifa.com/v1/stats/match/151608/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,2,400021441,group,43995,Czechia,Korea Republic,1,16,https://fdh-api.fifa.com/v1/stats/match/151608/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,3,400021449,group,43899,Canada,Bosnia and Herzegovina,1,10,https://fdh-api.fifa.com/v1/stats/match/151614/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,3,400021449,group,44037,Bosnia and Herzegovina,Canada,1,20,https://fdh-api.fifa.com/v1/stats/match/151614/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,4,400021458,group,43921,USA,Paraguay,1,13,https://fdh-api.fifa.com/v1/stats/match/151625/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,4,400021458,group,43928,Paraguay,USA,1,17,https://fdh-api.fifa.com/v1/stats/match/151625/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,5,400021453,group,43908,Haiti,Scotland,1,23,https://fdh-api.fifa.com/v1/stats/match/151619/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,5,400021453,group,43967,Scotland,Haiti,1,21,https://fdh-api.fifa.com/v1/stats/match/151619/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,6,400021463,group,43972,Türkiye,Australia,1,4,https://fdh-api.fifa.com/v1/stats/match/151626/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,6,400021463,group,43976,Australia,Türkiye,1,12,https://fdh-api.fifa.com/v1/stats/match/151626/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,7,400021456,group,43872,Morocco,Brazil,1,14,https://fdh-api.fifa.com/v1/stats/match/151620/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,7,400021456,group,43924,Brazil,Morocco,1,16,https://fdh-api.fifa.com/v1/stats/match/151620/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,8,400021447,group,43834,Qatar,Switzerland,1,12,https://fdh-api.fifa.com/v1/stats/match/151613/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,8,400021447,group,43971,Switzerland,Qatar,1,11,https://fdh-api.fifa.com/v1/stats/match/151613/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,9,400021467,group,43854,Côte d'Ivoire,Ecuador,1,10,https://fdh-api.fifa.com/v1/stats/match/151632/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,9,400021467,group,43927,Ecuador,Côte d'Ivoire,1,13,https://fdh-api.fifa.com/v1/stats/match/151632/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,10,400021464,group,1895293,Curaçao,Germany,1,11,https://fdh-api.fifa.com/v1/stats/match/151631/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,10,400021464,group,43948,Germany,Curaçao,1,18,https://fdh-api.fifa.com/v1/stats/match/151631/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,11,400021470,group,43819,Japan,Netherlands,1,7,https://fdh-api.fifa.com/v1/stats/match/151638/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,11,400021470,group,43960,Netherlands,Japan,1,7,https://fdh-api.fifa.com/v1/stats/match/151638/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,12,400021474,group,43888,Tunisia,Sweden,1,8,https://fdh-api.fifa.com/v1/stats/match/151637/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,12,400021474,group,43970,Sweden,Tunisia,1,10,https://fdh-api.fifa.com/v1/stats/match/151637/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,13,400021486,group,43835,Saudi Arabia,Uruguay,1,11,https://fdh-api.fifa.com/v1/stats/match/151650/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,13,400021486,group,43930,Uruguay,Saudi Arabia,1,6,https://fdh-api.fifa.com/v1/stats/match/151650/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,14,400021482,group,43850,Cabo Verde,Spain,1,1,https://fdh-api.fifa.com/v1/stats/match/151649/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,14,400021482,group,43969,Spain,Cabo Verde,1,10,https://fdh-api.fifa.com/v1/stats/match/151649/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,15,400021476,group,43817,IR Iran,New Zealand,1,10,https://fdh-api.fifa.com/v1/stats/match/151644/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,15,400021476,group,43978,New Zealand,IR Iran,1,8,https://fdh-api.fifa.com/v1/stats/match/151644/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,16,400021478,group,43855,Egypt,Belgium,1,15,https://fdh-api.fifa.com/v1/stats/match/151643/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,16,400021478,group,43935,Belgium,Egypt,1,15,https://fdh-api.fifa.com/v1/stats/match/151643/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,17,400021490,group,43879,Senegal,France,1,9,https://fdh-api.fifa.com/v1/stats/match/151656/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,17,400021490,group,43946,France,Senegal,1,5,https://fdh-api.fifa.com/v1/stats/match/151656/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,18,400021488,group,43818,Iraq,Norway,1,12,https://fdh-api.fifa.com/v1/stats/match/151655/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,18,400021488,group,43961,Norway,Iraq,1,13,https://fdh-api.fifa.com/v1/stats/match/151655/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,19,400021496,group,43843,Algeria,Argentina,1,8,https://fdh-api.fifa.com/v1/stats/match/151662/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,19,400021496,group,43922,Argentina,Algeria,1,13,https://fdh-api.fifa.com/v1/stats/match/151662/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,20,400021498,group,43820,Jordan,Austria,1,7,https://fdh-api.fifa.com/v1/stats/match/151661/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,20,400021498,group,43934,Austria,Jordan,1,12,https://fdh-api.fifa.com/v1/stats/match/151661/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,21,400021510,group,43860,Ghana,Panama,1,9,https://fdh-api.fifa.com/v1/stats/match/151674/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,21,400021510,group,43914,Panama,Ghana,1,11,https://fdh-api.fifa.com/v1/stats/match/151674/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,22,400021507,group,43938,Croatia,England,1,12,https://fdh-api.fifa.com/v1/stats/match/151673/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,22,400021507,group,43942,England,Croatia,1,10,https://fdh-api.fifa.com/v1/stats/match/151673/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,23,400021502,group,20014,Congo DR,Portugal,1,10,https://fdh-api.fifa.com/v1/stats/match/151668/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,23,400021502,group,43963,Portugal,Congo DR,1,9,https://fdh-api.fifa.com/v1/stats/match/151668/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,24,400021504,group,43926,Colombia,Uzbekistan,1,11,https://fdh-api.fifa.com/v1/stats/match/151667/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,24,400021504,group,44005,Uzbekistan,Colombia,1,14,https://fdh-api.fifa.com/v1/stats/match/151667/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,25,400021440,group,43883,South Africa,Czechia,2,10,https://fdh-api.fifa.com/v1/stats/match/151610/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,25,400021440,group,43995,Czechia,South Africa,2,12,https://fdh-api.fifa.com/v1/stats/match/151610/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,26,400021446,group,43971,Switzerland,Bosnia and Herzegovina,2,7,https://fdh-api.fifa.com/v1/stats/match/151616/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,26,400021446,group,44037,Bosnia and Herzegovina,Switzerland,2,17,https://fdh-api.fifa.com/v1/stats/match/151616/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,27,400021450,group,43834,Qatar,Canada,2,10,https://fdh-api.fifa.com/v1/stats/match/151615/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,27,400021450,group,43899,Canada,Qatar,2,9,https://fdh-api.fifa.com/v1/stats/match/151615/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,28,400021442,group,43822,Korea Republic,Mexico,2,7,https://fdh-api.fifa.com/v1/stats/match/151609/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,28,400021442,group,43911,Mexico,Korea Republic,2,9,https://fdh-api.fifa.com/v1/stats/match/151609/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,29,400021457,group,43908,Haiti,Brazil,2,14,https://fdh-api.fifa.com/v1/stats/match/151622/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,29,400021457,group,43924,Brazil,Haiti,2,13,https://fdh-api.fifa.com/v1/stats/match/151622/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,30,400021454,group,43872,Morocco,Scotland,2,8,https://fdh-api.fifa.com/v1/stats/match/151621/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,30,400021454,group,43967,Scotland,Morocco,2,11,https://fdh-api.fifa.com/v1/stats/match/151621/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,31,400021460,group,43928,Paraguay,Türkiye,2,15,https://fdh-api.fifa.com/v1/stats/match/151628/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,31,400021460,group,43972,Türkiye,Paraguay,2,14,https://fdh-api.fifa.com/v1/stats/match/151628/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,32,400021462,group,43921,USA,Australia,2,12,https://fdh-api.fifa.com/v1/stats/match/151627/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,32,400021462,group,43976,Australia,USA,2,16,https://fdh-api.fifa.com/v1/stats/match/151627/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,33,400021469,group,43854,Côte d'Ivoire,Germany,2,7,https://fdh-api.fifa.com/v1/stats/match/151634/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,33,400021469,group,43948,Germany,Côte d'Ivoire,2,5,https://fdh-api.fifa.com/v1/stats/match/151634/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,34,400021465,group,1895293,Curaçao,Ecuador,2,10,https://fdh-api.fifa.com/v1/stats/match/151633/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,34,400021465,group,43927,Ecuador,Curaçao,2,7,https://fdh-api.fifa.com/v1/stats/match/151633/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,35,400021472,group,43960,Netherlands,Sweden,2,9,https://fdh-api.fifa.com/v1/stats/match/151640/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,35,400021472,group,43970,Sweden,Netherlands,2,12,https://fdh-api.fifa.com/v1/stats/match/151640/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,36,400021475,group,43819,Japan,Tunisia,2,15,https://fdh-api.fifa.com/v1/stats/match/151639/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,36,400021475,group,43888,Tunisia,Japan,2,8,https://fdh-api.fifa.com/v1/stats/match/151639/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,37,400021487,group,43850,Cabo Verde,Uruguay,2,4,https://fdh-api.fifa.com/v1/stats/match/151652/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,37,400021487,group,43930,Uruguay,Cabo Verde,2,11,https://fdh-api.fifa.com/v1/stats/match/151652/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,38,400021483,group,43835,Saudi Arabia,Spain,2,2,https://fdh-api.fifa.com/v1/stats/match/151651/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,38,400021483,group,43969,Spain,Saudi Arabia,2,10,https://fdh-api.fifa.com/v1/stats/match/151651/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
2026,39,400021477,group,43817,IR Iran,Belgium,2,9,https://fdh-api.fifa.com/v1/stats/match/151646/teams.json,data/raw/draft_workbook_exports/2026/team-match.csv
