edition,team_id,team,player_id,player,played_minutes,team_nominal_minutes,suspension_unavailable_minutes,injury_unavailable_minutes,union_unavailable_minutes,opportunity_denominator_minutes,omega
2026,43921,USA,466624,Folarin BALOGUN,316,450,26,0,26,424,0.745283019
2026,43921,USA,499912,Sebastian BERHALTER,185,450,0,0,0,450,0.411111111
2026,43922,Argentina,332847,Leandro PAREDES,334,600,0,10,10,590,0.566101695
2026,43922,Argentina,402920,Lautaro MARTINEZ,301,600,0,0,0,600,0.501666667
2026,43922,Argentina,402926,Gonzalo MONTIEL,113,600,0,0,0,600,0.188333333
2026,43922,Argentina,418963,Facundo MEDINA,257,600,0,35,35,565,0.454867257
2026,43922,Argentina,418975,Thiago ALMADA,242,600,0,0,0,600,0.403333333
2026,43922,Argentina,495054,Jose Manuel LOPEZ,18,600,0,0,0,600,0.03
2026,43924,Brazil,308386,CASEMIRO,381,450,0,0,0,450,0.846666667
2026,43924,Brazil,314197,NEYMAR JR,37,450,0,180,180,270,0.137037037
2026,43924,Brazil,335656,DANILO,405,450,0,0,0,450,0.9
2026,43924,Brazil,367981,DOUGLAS SANTOS,442,450,0,0,0,450,0.982222222
2026,43924,Brazil,394456,FABINHO,69,450,0,0,0,450,0.153333333
2026,43924,Brazil,430594,ROGER IBANEZ,45,450,0,0,0,450,0.1
2026,43926,Colombia,386013,Davinson SANCHEZ,480,480,0,0,0,480,1
2026,43926,Colombia,394500,Johan MOJICA,390,480,0,0,0,480,0.8125
2026,43926,Colombia,395550,Jefferson LERMA,412,480,0,0,0,480,0.858333333
2026,43926,Colombia,428905,Luis SUAREZ,332,480,0,0,0,480,0.691666667
2026,43926,Colombia,441622,Jhon LUCUMI,478,480,0,2,2,478,1
2026,43926,Colombia,463902,Gustavo PUERTA,470,480,0,0,0,480,0.979166667
2026,43926,Colombia,470760,Jhon ARIAS,381,480,0,0,0,480,0.79375
2026,43926,Colombia,473050,Richard RIOS,136,480,0,0,0,480,0.283333333
2026,43927,Ecuador,389784,Alan FRANCO,254,360,0,0,0,360,0.705555556
2026,43927,Ecuador,419003,Jackson POROZO,28,360,0,0,0,360,0.077777778
2026,43927,Ecuador,419005,Jordy ALCIVAR,45,360,0,0,0,360,0.125
2026,43927,Ecuador,419020,Gonzalo PLATA,360,360,0,0,0,360,1
2026,43927,Ecuador,424031,Piero HINCAPIE,341,360,0,19,19,341,1
2026,43927,Ecuador,428885,Moises CAICEDO,360,360,0,0,0,360,1
2026,43927,Ecuador,463495,Kendry PAEZ,11,360,0,0,0,360,0.030555556
2026,43928,Paraguay,369749,Junior ALONSO,390,480,0,0,0,480,0.8125
2026,43928,Paraguay,369761,Miguel ALMIRON,285,480,135,0,135,345,0.826086957
2026,43928,Paraguay,385306,Andres CUBAS,480,480,0,0,0,480,1
2026,43928,Paraguay,424422,Matias GALARZA,390,480,0,0,0,480,0.8125
2026,43928,Paraguay,463128,Diego GOMEZ,307,480,120,23,143,337,0.910979228
2026,43928,Paraguay,479601,Juan Jose CACERES,439,480,0,0,0,480,0.914583333
2026,43928,Paraguay,485802,Alex ARCE,51,480,0,0,0,480,0.10625
2026,43930,Uruguay,368660,Guillermo VARELA,270,270,0,0,0,270,1
2026,43930,Uruguay,386538,Rodrigo BENTANCUR,270,270,0,0,0,270,1
2026,43930,Uruguay,402876,Agustin CANOBBIO,225,270,0,0,0,270,0.833333333
2026,43930,Uruguay,402893,Mathias OLIVERA,270,270,0,0,0,270,1
2026,43930,Uruguay,402898,Nicolas DE LA CRUZ,83,270,0,0,0,270,0.307407407
2026,43930,Uruguay,419134,Juan Manuel SANABRIA,205,270,0,0,0,270,0.759259259
2026,43934,Austria,299200,Marko ARNAUTOVIC,143,360,0,0,0,360,0.397222222
2026,43934,Austria,358241,Marcel SABITZER,360,360,0,0,0,360,1
2026,43934,Austria,385259,Konrad LAIMER,360,360,0,0,0,360,1
2026,43934,Austria,441067,Stefan POSCH,332,360,0,0,0,360,0.922222222
2026,43935,Belgium,290821,Axel WITSEL,31,570,0,0,0,570,0.054385965
2026,43935,Belgium,358112,Romelu LUKAKU,230,570,0,0,0,570,0.403508772
2026,43935,Belgium,358120,Kevin DE BRUYNE,386,570,0,0,0,570,0.677192982
2026,43935,Belgium,411443,Timothy CASTAGNE,478,570,0,0,0,570,0.838596491
2026,43935,Belgium,448360,Brandon MECHELE,570,570,0,0,0,570,1
2026,43935,Belgium,448373,Maxim DE CUYPER,442,570,0,0,0,570,0.775438596
2026,43935,Belgium,514166,Nathan NGOY,336,570,114,0,114,456,0.736842105
2026,43938,Croatia,241559,Luka MODRIC,319,360,0,0,0,360,0.886111111
2026,43938,Croatia,359381,Ivan PERISIC,360,360,0,0,0,360,1
2026,43938,Croatia,485066,Petar SUCIC,288,360,0,0,0,360,0.8
2026,43942,England,356189,Jordan HENDERSON,6,570,0,0,0,570,0.010526316
2026,43942,England,405841,Marc GUEHI,483,570,0,0,0,570,0.847368421
2026,43942,England,433097,Declan RICE,387,570,0,0,0,570,0.678947368
2026,43942,England,448202,Jude BELLINGHAM,515,570,0,0,0,570,0.903508772
2026,43942,England,463780,Nico OREILLY,456,570,0,0,0,570,0.8
2026,43942,England,463809,Jarell QUANSAH,117,570,156,27,183,387,0.302325581
2026,43946,France,405893,Aurelien TCHOUAMENI,270,540,0,0,0,540,0.5
2026,43946,France,484860,Bradley BARCOLA,282,540,0,0,0,540,0.522222222
2026,43946,France,485655,Michael OLISE,488,540,0,0,0,540,0.903703704
2026,43946,France,485677,Manu KONE,341,540,0,0,0,540,0.631481481
2026,43948,Germany,411367,Kai HAVERTZ,355,390,0,0,0,390,0.91025641
2026,43948,Germany,429642,Jamal MUSIALA,271,390,0,0,0,390,0.694871795
2026,43948,Germany,484849,Aleksandar PAVLOVIC,274,390,0,0,0,390,0.702564103
2026,43960,Netherlands,336098,Memphis DEPAY,51,390,0,0,0,390,0.130769231
2026,43960,Netherlands,448140,Micky VAN DE VEN,266,390,0,0,0,390,0.682051282
2026,43960,Netherlands,489518,Crysencio SUMMERVILLE,253,390,0,0,0,390,0.648717949
2026,43961,Norway,483442,Patrick BERG,444,570,0,0,0,570,0.778947368
2026,43961,Norway,483448,Antonio NUSA,320,570,0,0,0,570,0.561403509
2026,43961,Norway,483516,Kristoffer AJER,480,570,0,0,0,570,0.842105263
2026,43963,Portugal,384752,RUBEN DIAS,360,450,0,0,0,450,0.8
2026,43963,Portugal,395205,BERNARDO SILVA,94,450,0,0,0,450,0.208888889
2026,43963,Portugal,395212,NELSON SEMEDO,125,450,0,0,0,450,0.277777778
2026,43963,Portugal,489704,RENATO VEIGA,450,450,0,0,0,450,1
2026,43963,Portugal,492358,TOMAS ARAUJO,90,450,0,0,0,450,0.2
2026,43967,Scotland,401339,Andy ROBERTSON,225,270,0,45,45,225,1
2026,43967,Scotland,430097,Ryan Christie,95,270,0,0,0,270,0.351851852
2026,43967,Scotland,442428,Aaron HICKEY,75,270,0,0,0,270,0.277777778
2026,43967,Scotland,484051,Kenny McLEAN,117,270,0,0,0,270,0.433333333
2026,43967,Scotland,520217,Findlay CURTIS,8,270,0,0,0,270,0.02962963
2026,43969,Spain,335999,Aymeric LAPORTE,540,540,0,0,0,540,1
2026,43969,Spain,405545,Ferran TORRES,209,540,0,0,0,540,0.387037037
2026,43969,Spain,423646,PEDRI,430,540,0,0,0,540,0.796296296
2026,43969,Spain,447860,Alex BAENA,328,540,0,0,0,540,0.607407407
2026,43969,Spain,474973,Pau CUBARSI,540,540,0,0,0,540,1
2026,43970,Sweden,483276,Gabriel GUDMUNDSSON,331,360,0,26,26,334,0.991017964
2026,43970,Sweden,483312,Isak HIEN,217,360,0,143,143,217,1
2026,43970,Sweden,483327,Viktor GYOKERES,360,360,0,0,0,360,1
2026,43970,Sweden,489688,Yasin AYARI,341,360,0,0,0,360,0.947222222
2026,43970,Sweden,489689,Lucas BERGVALL,179,360,0,0,0,360,0.497222222
2026,43971,Switzerland,311558,Granit XHAKA,600,600,0,0,0,600,1
2026,43971,Switzerland,393480,Breel EMBOLO,505,600,48,0,48,552,0.914855072
2026,43971,Switzerland,398509,Nico ELVEDI,600,600,0,0,0,600,1
2026,43971,Switzerland,401448,Denis ZAKARIA,360,600,0,3,3,597,0.603015075
2026,43971,Switzerland,493221,Miro MUHEIM,84,600,0,180,180,420,0.2
2026,43972,Türkiye,406231,Yunus AKGUN,88,270,0,0,0,270,0.325925926
2026,43972,Türkiye,484065,Eren ELMALI,109,270,0,0,0,270,0.403703704
2026,43976,Australia,355775,Jackson IRVINE,223,390,0,0,0,390,0.571794872
2026,43976,Australia,423522,Jordan BOS,308,390,0,75,75,315,0.977777778
2026,43976,Australia,430442,Harry SOUTTAR,390,390,0,0,0,390,1
2026,43976,Australia,430450,Jacob ITALIANO,164,390,0,210,210,180,0.911111111
2026,43976,Australia,448014,Alessandro CIRCATI,390,390,0,0,0,390,1
2026,43978,New Zealand,390196,Callum McCOWATT,160,270,0,0,0,270,0.592592593
2026,43978,New Zealand,390209,Sarpreet SINGH,211,270,0,0,0,270,0.781481481
2026,43978,New Zealand,405454,Elijah JUST,265,270,0,0,0,270,0.981481481
2026,43978,New Zealand,423595,Marko STAMENIC,270,270,0,0,0,270,1
2026,43995,Czechia,441170,Ladislav KREJCI,270,270,0,0,0,270,1
2026,44005,Uzbekistan,371345,Odiljon XAMROBEKOV,77,270,0,0,0,270,0.285185185
2026,44005,Uzbekistan,464924,Abdukodir KHUSANOV,270,270,0,0,0,270,1
2026,44005,Uzbekistan,479075,Sherzod NASRULLAEV,180,270,0,0,0,270,0.666666667
2026,44037,Bosnia and Herzegovina,300409,Edin DZEKO,177,360,0,39,39,321,0.551401869
2026,44037,Bosnia and Herzegovina,436743,Ermedin DEMIROVIC,355,360,0,0,0,360,0.986111111
2026,44037,Bosnia and Herzegovina,482976,Amar DEDIC,270,360,0,0,0,360,0.75
2026,44037,Bosnia and Herzegovina,484022,Tarik MUHAREMOVIC,260,360,100,0,100,260,1
2026,44037,Bosnia and Herzegovina,489520,Nikola KATIC,318,360,0,0,0,360,0.883333333
2026,44037,Bosnia and Herzegovina,489521,Stjepan RADELJIC,180,360,0,0,0,360,0.5
2026,44037,Bosnia and Herzegovina,519954,Jovo LUKIC,66,360,0,0,0,360,0.183333333
2026,44037,Bosnia and Herzegovina,522846,Ermin MAHMIC,66,360,0,0,0,360,0.183333333
