edition,team_id,team,player_id,player,primary_cohort,rho,mu,ordinary_caution_min,carried_in_caution_min,dismissal_min,served_suspension_matches,served_suspension_min,unweighted_exp_susp_min,omega,exp_susp_min
2026,43908,Haiti,430697,Jean-Ricner Bellegarde,no,2,1.25,0,0,0,0,0,0,0.966666667,0
2026,43908,Haiti,431693,Frantzdy Pierrot,no,2,1.25,0,0,0,0,0,0,0.525925926,0
2026,43908,Haiti,466838,Danley JEAN JACQUES,no,2,1.25,0,0,0,0,0,0,0.962962963,0
2026,43908,Haiti,510757,Josue CASIMIR,no,2,1.25,0,0,0,0,0,0,0.67037037,0
2026,43911,Mexico,395516,Cesar MONTES,yes,2,1.25,0,0,0,0,0,0,0.875,0
2026,43911,Mexico,400634,Edson ALVAREZ,yes,2,1.25,0,0,0,0,0,0,0.531111111,0
2026,43911,Mexico,403596,Jorge SANCHEZ,yes,2,1.25,109,0,0,0,0,109,0.775555556,84.535556
2026,43911,Mexico,425701,Johan VASQUEZ,yes,2,1.25,95,0,0,0,0,95,0.8,76
2026,43911,Mexico,464533,Brian GUTIERREZ,yes,2,1.25,0,0,0,0,0,0,0.437777778,0
2026,43914,Panama,400416,Edgar Yoel BARCENAS,no,2,1.25,0,0,0,0,0,0,0.92962963,0
2026,43914,Panama,411174,Jose FAJARDO,no,2,1.25,0,0,0,0,0,0,0.574074074,0
2026,43914,Panama,418729,Carlos HARVEY,no,2,1.25,0,0,0,0,0,0,0.992592593,0
2026,43914,Panama,441240,Andres ANDRADE,no,2,1.25,0,0,0,0,0,0,1,0
2026,43914,Panama,441242,Cesar BLACKMAN,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2026,43921,USA,390238,Tyler ADAMS,yes,2,1.25,0,0,0,0,0,0,0.76,0
2026,43921,USA,390259,Weston McKENNIE,yes,2,1.25,145,0,0,0,0,145,0.991111111,143.711111
2026,43921,USA,419062,Chris RICHARDS,yes,2,1.25,0,0,0,0,0,0,0.8,0
2026,43921,USA,441251,Antonee ROBINSON,yes,2,1.25,0,0,0,0,0,0,0.777777778,0
2026,43921,USA,448214,Malik TILLMAN,yes,2,1.25,111,0,0,0,0,111,0.791111111,87.813333
2026,43921,USA,466624,Folarin BALOGUN,yes,2,1.25,0,0,74,0,0,74,0.745283019,55.150943
2026,43921,USA,499912,Sebastian BERHALTER,yes,2,1.25,0,0,0,0,0,0,0.411111111,0
2026,43922,Argentina,332847,Leandro PAREDES,yes,2,1.25,0,0,0,0,0,0,0.566101695,0
2026,43922,Argentina,402920,Lautaro MARTINEZ,yes,2,1.25,27,0,0,0,0,27,0.501666667,13.545
2026,43922,Argentina,402926,Gonzalo MONTIEL,yes,2,1.25,189,0,0,0,0,189,0.188333333,35.595
2026,43922,Argentina,418963,Facundo MEDINA,yes,2,1.25,0,0,0,0,0,0,0.454867257,0
2026,43922,Argentina,418975,Thiago ALMADA,yes,2,1.25,28,0,0,0,0,28,0.403333333,11.293333
2026,43922,Argentina,495054,Jose Manuel LOPEZ,yes,2,1.25,11,0,0,0,0,11,0.03,0.33
2026,43924,Brazil,308386,CASEMIRO,yes,2,1.25,256,0,0,0,0,256,0.846666667,216.746667
2026,43924,Brazil,314197,NEYMAR JR,yes,2,1.25,96,0,0,0,0,96,0.137037037,13.155556
2026,43924,Brazil,335656,DANILO,yes,2,1.25,222,0,0,0,0,222,0.9,199.8
2026,43924,Brazil,367981,DOUGLAS SANTOS,yes,2,1.25,0,0,0,0,0,0,0.982222222,0
2026,43924,Brazil,394456,FABINHO,yes,2,1.25,0,0,0,0,0,0,0.153333333,0
2026,43924,Brazil,430594,ROGER IBANEZ,yes,2,1.25,0,0,0,0,0,0,0.1,0
2026,43926,Colombia,386013,Davinson SANCHEZ,yes,2,1.25,118,0,0,0,0,118,1,118
2026,43926,Colombia,394500,Johan MOJICA,yes,2,1.25,0,0,0,0,0,0,0.8125,0
2026,43926,Colombia,395550,Jefferson LERMA,yes,2,1.25,0,0,0,0,0,0,0.858333333,0
2026,43926,Colombia,428905,Luis SUAREZ,yes,2,1.25,120,0,0,0,0,120,0.691666667,83
2026,43926,Colombia,441622,Jhon LUCUMI,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43926,Colombia,463902,Gustavo PUERTA,yes,2,1.25,0,0,0,0,0,0,0.979166667,0
2026,43926,Colombia,470760,Jhon ARIAS,yes,2,1.25,258,0,0,0,0,258,0.79375,204.7875
2026,43926,Colombia,473050,Richard RIOS,yes,2,1.25,192,0,0,0,0,192,0.283333333,54.4
2026,43927,Ecuador,389784,Alan FRANCO,yes,2,1.25,233,0,0,0,0,233,0.705555556,164.394445
2026,43927,Ecuador,419003,Jackson POROZO,yes,2,1.25,0,0,0,0,0,0,0.077777778,0
2026,43927,Ecuador,419005,Jordy ALCIVAR,yes,2,1.25,0,0,0,0,0,0,0.125,0
2026,43927,Ecuador,419020,Gonzalo PLATA,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43927,Ecuador,424031,Piero HINCAPIE,yes,2,1.25,0,0,8,0,0,8,1,8
2026,43927,Ecuador,428885,Moises CAICEDO,yes,2,1.25,180,0,0,0,0,180,1,180
2026,43927,Ecuador,463495,Kendry PAEZ,yes,2,1.25,186,0,0,0,0,186,0.030555556,5.683333
2026,43928,Paraguay,369749,Junior ALONSO,yes,2,1.25,0,0,0,0,0,0,0.8125,0
2026,43928,Paraguay,369761,Miguel ALMIRON,yes,2,1.25,0,0,0,0,0,0,0.826086957,0
2026,43928,Paraguay,385306,Andres CUBAS,yes,2,1.25,205,0,0,0,0,205,1,205
2026,43928,Paraguay,424422,Matias GALARZA,yes,2,1.25,186,0,0,0,0,186,0.8125,151.125
2026,43928,Paraguay,463128,Diego GOMEZ,yes,2,1.25,0,0,0,1,112.5,112.5,0.910979228,102.485163
2026,43928,Paraguay,479601,Juan Jose CACERES,yes,2,1.25,0,0,0,0,0,0,0.914583333,0
2026,43928,Paraguay,485802,Alex ARCE,yes,2,1.25,0,0,0,0,0,0,0.10625,0
2026,43930,Uruguay,368660,Guillermo VARELA,no,2,1.25,0,0,0,0,0,0,1,0
2026,43930,Uruguay,386538,Rodrigo BENTANCUR,no,2,1.25,0,0,0,0,0,0,1,0
2026,43930,Uruguay,402876,Agustin CANOBBIO,no,2,1.25,0,0,0,0,0,0,0.833333333,0
2026,43930,Uruguay,402893,Mathias OLIVERA,no,2,1.25,0,0,0,0,0,0,1,0
2026,43930,Uruguay,402898,Nicolas DE LA CRUZ,no,2,1.25,0,0,0,0,0,0,0.307407407,0
2026,43930,Uruguay,419134,Juan Manuel SANABRIA,no,2,1.25,0,0,0,0,0,0,0.759259259,0
2026,43934,Austria,299200,Marko ARNAUTOVIC,yes,2,1.25,0,0,0,0,0,0,0.397222222,0
2026,43934,Austria,358241,Marcel SABITZER,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43934,Austria,385259,Konrad LAIMER,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43934,Austria,441067,Stefan POSCH,yes,2,1.25,187,0,0,0,0,187,0.922222222,172.455556
2026,43935,Belgium,290821,Axel WITSEL,yes,2,1.25,3,0,0,0,0,3,0.054385965,0.163158
2026,43935,Belgium,358112,Romelu LUKAKU,yes,2,1.25,0,0,0,0,0,0,0.403508772,0
2026,43935,Belgium,358120,Kevin DE BRUYNE,yes,2,1.25,5,0,0,0,0,5,0.677192982,3.385965
2026,43935,Belgium,411443,Timothy CASTAGNE,yes,2,1.25,0,0,0,0,0,0,0.838596491,0
2026,43935,Belgium,448360,Brandon MECHELE,yes,2,1.25,206,0,0,0,0,206,1,206
2026,43935,Belgium,448373,Maxim DE CUYPER,yes,2,1.25,0,0,0,0,0,0,0.775438596,0
2026,43935,Belgium,514166,Nathan NGOY,yes,2,1.25,0,0,0,0,0,0,0.736842105,0
2026,43938,Croatia,241559,Luka MODRIC,yes,2,1.25,211,0,0,0,0,211,0.886111111,186.969444
2026,43938,Croatia,359381,Ivan PERISIC,yes,2,1.25,191,0,0,0,0,191,1,191
2026,43938,Croatia,485066,Petar SUCIC,yes,2,1.25,0,0,0,0,0,0,0.8,0
2026,43942,England,356189,Jordan HENDERSON,yes,2,1.25,95,0,0,0,0,95,0.010526316,1
2026,43942,England,405841,Marc GUEHI,yes,2,1.25,112,0,0,0,0,112,0.847368421,94.905263
2026,43942,England,433097,Declan RICE,yes,2,1.25,179,0,0,0,0,179,0.678947368,121.531579
2026,43942,England,448202,Jude BELLINGHAM,yes,2,1.25,251,0,0,0,0,251,0.903508772,226.780702
2026,43942,England,463780,Nico OREILLY,yes,2,1.25,108,0,0,0,0,108,0.8,86.4
2026,43942,England,463809,Jarell QUANSAH,yes,2,1.25,0,0,98,1,112.5,210.5,0.302325581,63.639535
2026,43946,France,405893,Aurelien TCHOUAMENI,yes,2,1.25,0,0,0,0,0,0,0.5,0
2026,43946,France,484860,Bradley BARCOLA,yes,2,1.25,161,0,0,0,0,161,0.522222222,84.077778
2026,43946,France,485655,Michael OLISE,yes,2,1.25,94,0,0,0,0,94,0.903703704,84.948148
2026,43946,France,485677,Manu KONE,yes,2,1.25,99,0,0,0,0,99,0.631481481,62.516667
2026,43948,Germany,411367,Kai HAVERTZ,yes,2,1.25,197,0,0,0,0,197,0.91025641,179.320513
2026,43948,Germany,429642,Jamal MUSIALA,yes,2,1.25,188,0,0,0,0,188,0.694871795,130.635897
2026,43948,Germany,484849,Aleksandar PAVLOVIC,yes,2,1.25,0,0,0,0,0,0,0.702564103,0
2026,43960,Netherlands,336098,Memphis DEPAY,yes,2,1.25,0,0,0,0,0,0,0.130769231,0
2026,43960,Netherlands,448140,Micky VAN DE VEN,yes,2,1.25,0,0,0,0,0,0,0.682051282,0
2026,43960,Netherlands,489518,Crysencio SUMMERVILLE,yes,2,1.25,0,0,0,0,0,0,0.648717949,0
2026,43961,Norway,483442,Patrick BERG,yes,2,1.25,0,0,0,0,0,0,0.778947368,0
2026,43961,Norway,483448,Antonio NUSA,yes,2,1.25,232,0,0,0,0,232,0.561403509,130.245614
2026,43961,Norway,483516,Kristoffer AJER,yes,2,1.25,6,0,0,0,0,6,0.842105263,5.052632
2026,43963,Portugal,384752,RUBEN DIAS,yes,2,1.25,253,0,0,0,0,253,0.8,202.4
2026,43963,Portugal,395205,BERNARDO SILVA,yes,2,1.25,91,0,0,0,0,91,0.208888889,19.008889
2026,43963,Portugal,395212,NELSON SEMEDO,yes,2,1.25,0,0,0,0,0,0,0.277777778,0
2026,43963,Portugal,489704,RENATO VEIGA,yes,2,1.25,96,0,0,0,0,96,1,96
2026,43963,Portugal,492358,TOMAS ARAUJO,yes,2,1.25,0,0,0,0,0,0,0.2,0
2026,43967,Scotland,401339,Andy ROBERTSON,no,2,1.25,0,0,0,0,0,0,1,0
2026,43967,Scotland,430097,Ryan Christie,no,2,1.25,0,0,0,0,0,0,0.351851852,0
2026,43967,Scotland,442428,Aaron HICKEY,no,2,1.25,0,0,0,0,0,0,0.277777778,0
2026,43967,Scotland,484051,Kenny McLEAN,no,2,1.25,0,0,0,0,0,0,0.433333333,0
2026,43967,Scotland,520217,Findlay CURTIS,no,2,1.25,0,0,0,0,0,0,0.02962963,0
2026,43969,Spain,335999,Aymeric LAPORTE,yes,2,1.25,5,0,0,0,0,5,1,5
2026,43969,Spain,405545,Ferran TORRES,yes,2,1.25,91,0,0,0,0,91,0.387037037,35.22037
2026,43969,Spain,423646,PEDRI,yes,2,1.25,0,0,0,0,0,0,0.796296296,0
2026,43969,Spain,447860,Alex BAENA,yes,2,1.25,0,0,0,0,0,0,0.607407407,0
2026,43969,Spain,474973,Pau CUBARSI,yes,2,1.25,47,0,0,0,0,47,1,47
2026,43970,Sweden,483276,Gabriel GUDMUNDSSON,yes,2,1.25,0,0,0,0,0,0,0.991017964,0
2026,43970,Sweden,483312,Isak HIEN,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43970,Sweden,483327,Viktor GYOKERES,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43970,Sweden,489688,Yasin AYARI,yes,2,1.25,0,0,0,0,0,0,0.947222222,0
2026,43970,Sweden,489689,Lucas BERGVALL,yes,2,1.25,0,0,0,0,0,0,0.497222222,0
2026,43971,Switzerland,311558,Granit XHAKA,yes,2,1.25,129,0,0,0,0,129,1,129
2026,43971,Switzerland,393480,Breel EMBOLO,yes,2,1.25,28,0,106,0,0,134,0.914855072,122.59058
2026,43971,Switzerland,398509,Nico ELVEDI,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43971,Switzerland,401448,Denis ZAKARIA,yes,2,1.25,121,0,0,0,0,121,0.603015075,72.964824
2026,43971,Switzerland,493221,Miro MUHEIM,yes,2,1.25,107,0,0,0,0,107,0.2,21.4
2026,43972,Türkiye,406231,Yunus AKGUN,no,2,1.25,0,0,0,0,0,0,0.325925926,0
2026,43972,Türkiye,484065,Eren ELMALI,no,2,1.25,0,0,0,0,0,0,0.403703704,0
2026,43976,Australia,355775,Jackson IRVINE,yes,2,1.25,0,0,0,0,0,0,0.571794872,0
2026,43976,Australia,423522,Jordan BOS,yes,2,1.25,0,0,0,0,0,0,0.977777778,0
2026,43976,Australia,430442,Harry SOUTTAR,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43976,Australia,430450,Jacob ITALIANO,yes,2,1.25,0,0,0,0,0,0,0.911111111,0
2026,43976,Australia,448014,Alessandro CIRCATI,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43978,New Zealand,390196,Callum McCOWATT,no,2,1.25,0,0,0,0,0,0,0.592592593,0
2026,43978,New Zealand,390209,Sarpreet SINGH,no,2,1.25,0,0,0,0,0,0,0.781481481,0
2026,43978,New Zealand,405454,Elijah JUST,no,2,1.25,0,0,0,0,0,0,0.981481481,0
2026,43978,New Zealand,423595,Marko STAMENIC,no,2,1.25,0,0,0,0,0,0,1,0
2026,43995,Czechia,441170,Ladislav KREJCI,no,2,1.25,0,0,0,0,0,0,1,0
2026,44005,Uzbekistan,371345,Odiljon XAMROBEKOV,no,2,1.25,0,0,0,0,0,0,0.285185185,0
2026,44005,Uzbekistan,464924,Abdukodir KHUSANOV,no,2,1.25,0,0,0,0,0,0,1,0
2026,44005,Uzbekistan,479075,Sherzod NASRULLAEV,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2026,44037,Bosnia and Herzegovina,300409,Edin DZEKO,yes,2,1.25,0,0,0,0,0,0,0.551401869,0
2026,44037,Bosnia and Herzegovina,436743,Ermedin DEMIROVIC,yes,2,1.25,0,0,0,0,0,0,0.986111111,0
2026,44037,Bosnia and Herzegovina,482976,Amar DEDIC,yes,2,1.25,0,0,0,0,0,0,0.75,0
2026,44037,Bosnia and Herzegovina,484022,Tarik MUHAREMOVIC,yes,2,1.25,0,0,0,0,0,0,1,0
2026,44037,Bosnia and Herzegovina,489520,Nikola KATIC,yes,2,1.25,0,0,0,0,0,0,0.883333333,0
2026,44037,Bosnia and Herzegovina,489521,Stjepan RADELJIC,yes,2,1.25,190,0,0,0,0,190,0.5,95
2026,44037,Bosnia and Herzegovina,519954,Jovo LUKIC,yes,2,1.25,0,0,0,0,0,0,0.183333333,0
2026,44037,Bosnia and Herzegovina,522846,Ermin MAHMIC,yes,2,1.25,0,0,0,0,0,0,0.183333333,0
