edition,match_number,fifa_match_id,stage,date_utc,team,opponent,team_id,is_official,recipient,id_player,card_type,minute_label,t_min,period,basis,t_end_min,t_end_source,rho,W1,D1,N_horizon,W2,first_yellow_t_min,event_description
2014,26,300186463,First stage,2014-06-20T22:00:00Z,Ecuador,Honduras,43927,0,A. Valencia,202544,Y,56',56.0,5,90.0,94.4,fotmob,1,34.0,38.4,3,304.0,,A. Valencia (Ecuador) is booked by the referee.
2014,26,300186463,First stage,2014-06-20T22:00:00Z,Ecuador,Honduras,43927,0,E. Valencia,373400,Y,72',72.0,5,90.0,94.4,fotmob,1,18.0,22.4,3,288.0,,E. Valencia (Ecuador) is booked by the referee.
2014,26,300186463,First stage,2014-06-20T22:00:00Z,Ecuador,Honduras,43927,0,Montero,290452,Y,79',79.0,5,90.0,94.4,fotmob,1,11.0,15.4,3,281.0,,Montero (Ecuador) is booked by the referee.
2014,27,300186466,First stage,2014-06-21T16:00:00Z,Iran,Argentina,43817,0,Javad NEKOUNAM,185641,Y,52',52.0,5,90.0,94.63,fotmob,1,38.0,42.63,3,308.0,,Javad NEKOUNAM (Iran) is booked by the referee.
2014,27,300186466,First stage,2014-06-21T16:00:00Z,Iran,Argentina,43817,0,SHOJAEI. M,213170,Y,72',72.0,5,90.0,94.63,fotmob,1,18.0,22.63,3,288.0,,SHOJAEI. M (Iran) is booked by the referee.
2014,28,300186511,First stage,2014-06-21T22:00:00Z,Bosnia-Herzegovina,Nigeria,44037,0,H. Medunjanin,233167,Y,5',5.0,3,90.0,93.27,fotmob,1,85.0,88.27,3,355.0,,H. Medunjanin (Bosnia-Herzegovina) is booked by the referee.
2014,28,300186511,First stage,2014-06-21T22:00:00Z,Nigeria,Bosnia-Herzegovina,43876,0,MIKEL,234463,Y,81',81.0,5,90.0,93.27,fotmob,1,9.0,12.27,3,279.0,,MIKEL (Nigeria) is booked by the referee.
2014,29,300186493,First stage,2014-06-21T19:00:00Z,Ghana,Germany,43860,0,Sulley MUNTARI,183000,Y,90'+3',93.0,5,90.0,94.32,fotmob,1,0.0,1.32,3,270.0,,Sulley MUNTARI (Ghana) is booked by the referee.
2014,30,300186483,First stage,2014-06-22T22:00:00Z,United States,Portugal,43921,0,Jermaine JONES,183893,Y,74',74.0,5,90.0,95.53,fotmob,1,16.0,21.53,3,286.0,,Jermaine JONES (United States) is booked by the referee.
2014,31,300186481,First stage,2014-06-22T16:00:00Z,Russia,Belgium,43965,0,D. Glushakov,358049,Y,37',37.0,3,90.0,93.33,fotmob,1,53.0,56.33,3,323.0,,D. Glushakov (Russia) is booked by the referee.
2014,31,300186481,First stage,2014-06-22T16:00:00Z,Belgium,Russia,43935,0,WITSEL,290821,Y,53',53.0,5,90.0,93.33,fotmob,1,37.0,40.33,3,307.0,,WITSEL (Belgium) is booked by the referee.
2014,31,300186481,First stage,2014-06-22T16:00:00Z,Belgium,Russia,43935,0,ALDERWEIRELD,290864,Y,72',72.0,5,90.0,93.33,fotmob,1,18.0,21.33,3,288.0,,ALDERWEIRELD (Belgium) is booked by the referee.
2014,32,300186495,First stage,2014-06-22T19:00:00Z,Korea Republic,Algeria,43822,0,Y LEE,363578,Y,53',53.0,5,90.0,94.1,fotmob,1,37.0,41.1,3,307.0,,Y LEE (Korea Republic) is booked by the referee.
2014,32,300186495,First stage,2014-06-22T19:00:00Z,Algeria,Korea Republic,43843,0,Madjid Bougherra,215208,Y,66',66.0,5,90.0,94.1,fotmob,1,24.0,28.1,3,294.0,,Madjid Bougherra (Algeria) is booked by the referee.
2014,32,300186495,First stage,2014-06-22T19:00:00Z,Korea Republic,Algeria,43822,0,Han Kook-Young,274329,Y,68',68.0,5,90.0,94.1,fotmob,1,22.0,26.1,3,292.0,,Han Kook-Young (Korea Republic) is booked by the referee.
2014,33,300186472,First stage,2014-06-23T20:00:00Z,Cameroon,Brazil,43849,0,Enoh,310048,Y,11',11.0,3,90.0,94.18,fotmob,1,79.0,83.18,2,259.0,,Enoh (Cameroon) is booked by the referee.
2014,33,300186472,First stage,2014-06-23T20:00:00Z,Cameroon,Brazil,43849,0,SALLI,336791,Y,74',74.0,5,90.0,94.18,fotmob,1,16.0,20.18,2,196.0,,SALLI (Cameroon) is booked by the referee.
2014,33,300186472,First stage,2014-06-23T20:00:00Z,Cameroon,Brazil,43849,0,Stephane MBIA,200935,Y,79',79.0,5,90.0,94.18,fotmob,1,11.0,15.18,2,191.0,,Stephane MBIA (Cameroon) is booked by the referee.
2014,34,300186452,First stage,2014-06-23T20:00:00Z,Croatia,Mexico,43938,0,RAKITIĆ,296633,Y,8',8.0,3,90.0,94.1,fotmob,1,82.0,86.1,2,262.0,,RAKITIĆ (Croatia) is booked by the referee.
2014,34,300186452,First stage,2014-06-23T20:00:00Z,Mexico,Croatia,43911,0,R. MÁRQUEZ,178119,Y,38',38.0,3,90.0,94.1,fotmob,1,52.0,56.1,2,232.0,,R. MÁRQUEZ (Mexico) is booked by the referee.
2014,34,300186452,First stage,2014-06-23T20:00:00Z,Mexico,Croatia,43911,0,Vázquez,379264,Y,65',65.0,5,90.0,94.1,fotmob,1,25.0,29.1,2,205.0,,Vázquez (Mexico) is booked by the referee.
2014,34,300186452,First stage,2014-06-23T20:00:00Z,Croatia,Mexico,43938,0,REBIĆ,369058,R,88',88.0,5,90.0,94.1,fotmob,2,,12.2,2,,,REBIĆ (Croatia) is sent off!
2014,35,300186467,First stage,2014-06-23T16:00:00Z,Spain,Australia,43969,0,Sergio Ramos,216814,Y,61',61.0,5,90.0,93.08,fotmob,1,29.0,32.08,2,209.0,,Sergio Ramos (Spain) is booked by the referee.
2014,35,300186467,First stage,2014-06-23T16:00:00Z,Australia,Spain,43976,0,Spiranovic,229051,Y,87',87.0,5,90.0,93.08,fotmob,1,3.0,6.08,2,183.0,,Spiranovic (Australia) is booked by the referee.
2014,35,300186467,First stage,2014-06-23T16:00:00Z,Australia,Spain,43976,0,JEDINAK,197514,Y,90'+1',91.0,5,90.0,93.08,fotmob,1,0.0,2.08,2,180.0,,JEDINAK (Australia) is booked by the referee.
2014,36,300186470,First stage,2014-06-23T16:00:00Z,Chile,Netherlands,43925,0,Silva,349582,Y,24',24.0,3,90.0,93.18,fotmob,1,66.0,69.18,2,246.0,,Silva (Chile) is booked by the referee.
2014,36,300186470,First stage,2014-06-23T16:00:00Z,Netherlands,Chile,43960,0,Daley BLIND,319432,Y,63',63.0,5,90.0,93.18,fotmob,1,27.0,30.18,2,207.0,,Daley BLIND (Netherlands) is booked by the referee.
2014,37,300186457,First stage,2014-06-24T20:00:00Z,Japan,Colombia,43819,0,Yasuyuki KONNO,184373,Y,15',15.0,3,90.0,93.25,fotmob,1,75.0,78.25,2,255.0,,Yasuyuki KONNO (Japan) is booked by the referee.
2014,37,300186457,First stage,2014-06-24T20:00:00Z,Colombia,Japan,43926,0,Fredy Guarín,200219,Y,62',62.0,5,90.0,93.25,fotmob,1,28.0,31.25,2,208.0,,Fredy Guarín (Colombia) is booked by the referee.
2014,38,300186455,First stage,2014-06-24T20:00:00Z,Côte d'Ivoire,Greece,43854,0,Didier DROGBA,212306,Y,36',36.0,3,90.0,93.92,fotmob,1,54.0,57.92,2,234.0,,Didier DROGBA (Côte d'Ivoire) is booked by the referee.
2014,38,300186455,First stage,2014-06-24T20:00:00Z,Côte d'Ivoire,Greece,43854,0,Salomon KALOU,216970,Y,61',61.0,5,90.0,93.92,fotmob,1,29.0,32.92,2,209.0,,Salomon KALOU (Côte d'Ivoire) is booked by the referee.
2014,38,300186455,First stage,2014-06-24T20:00:00Z,Côte d'Ivoire,Greece,43854,0,Dié,367555,Y,69',69.0,5,90.0,93.92,fotmob,1,21.0,24.92,2,201.0,,Dié (Côte d'Ivoire) is booked by the referee.
2014,39,300186465,First stage,2014-06-24T16:00:00Z,Italy,Uruguay,43954,0,M. Balotelli,301059,Y,21',21.0,3,90.0,95.95,fotmob,1,69.0,74.95,2,249.0,,M. Balotelli (Italy) is booked by the referee.
2014,39,300186465,First stage,2014-06-24T16:00:00Z,Uruguay,Italy,43930,0,Arévalo,286238,Y,45',45.0,5,90.0,95.95,fotmob,1,45.0,50.95,2,225.0,,Arévalo (Uruguay) is booked by the referee.
2014,39,300186465,First stage,2014-06-24T16:00:00Z,Italy,Uruguay,43954,0,Marchisio,298664,R,58',58.0,5,90.0,95.95,fotmob,2,,75.9,2,,,Marchisio (Italy) is sent off!
2014,39,300186465,First stage,2014-06-24T16:00:00Z,Italy,Uruguay,43954,0,De Sciglio,359223,Y,76',76.0,5,90.0,95.95,fotmob,1,14.0,19.95,2,194.0,,De Sciglio (Italy) is booked by the referee.
2014,39,300186465,First stage,2014-06-24T16:00:00Z,Uruguay,Italy,43930,0,F. MUSLERA,229498,Y,90',90.0,5,90.0,95.95,fotmob,1,0.0,5.95,2,180.0,,F. MUSLERA (Uruguay) is booked by the referee.
2014,40,300186484,First stage,2014-06-24T16:00:00Z,England,Costa Rica,43942,0,R. Barkley,369392,Y,52',52.0,5,90.0,93.13,fotmob,1,38.0,41.13,2,218.0,,R. Barkley (England) is booked by the referee.
2014,40,300186484,First stage,2014-06-24T16:00:00Z,England,Costa Rica,43942,0,A. Lallana,361222,Y,56',56.0,5,90.0,93.13,fotmob,1,34.0,37.13,2,214.0,,A. Lallana (England) is booked by the referee.
2014,40,300186484,First stage,2014-06-24T16:00:00Z,Costa Rica,England,43901,0,G. GONZALEZ,268821,Y,59',59.0,5,90.0,93.13,fotmob,1,31.0,34.13,2,211.0,,G. GONZALEZ (Costa Rica) is booked by the referee.
2014,41,300186482,First stage,2014-06-25T20:00:00Z,Honduras,Switzerland,43909,0,Jerry PALACIOS,213953,Y,65',65.0,5,90.0,93.02,fotmob,1,25.0,28.02,2,205.0,,Jerry PALACIOS (Honduras) is booked by the referee.
2014,42,300186515,First stage,2014-06-25T20:00:00Z,Ecuador,France,43927,0,A. Valencia,202544,R,49',49.0,5,90.0,94.28,fotmob,2,,90.56,2,,,A. Valencia (Ecuador) is sent off!
2014,42,300186515,First stage,2014-06-25T20:00:00Z,Ecuador,France,43927,0,Frickson ERAZO,349578,Y,82',82.0,5,90.0,94.28,fotmob,1,8.0,12.28,2,188.0,,Frickson ERAZO (Ecuador) is booked by the referee.
